iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,2021-08-23,105466.0,48.0,49.857,4636.0,0.0,0.0,73.965,0.034,0.035,3.251,0.0,0.0,0.67,,,,,,,,,,,,,14769984.0,10.358,0.0,296246.9,tests performed,1961893000.0,,,,14939000.0,12360286.0,137.59,,,,8668.0,5850649.0,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-24,105490.0,24.0,47.0,4636.0,0.0,0.0,73.982,0.017,0.033,3.251,0.0,0.0,0.7,,,,,,,,,,,,,14769984.0,10.358,0.0,314255.0,tests performed,1975738000.0,,,,13845000.0,12637857.0,138.56,,,,8863.0,5850649.0,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-25,105524.0,34.0,42.857,4636.0,0.0,0.0,74.006,0.024,0.03,3.251,0.0,0.0,0.73,,,,,,,,,,,,,14769984.0,10.358,0.0,344634.1,tests performed,1988433000.0,,,,12695000.0,12615143.0,139.45,,,,8847.0,5850649.0,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-26,105571.0,47.0,41.429,4636.0,0.0,0.0,74.039,0.033,0.029,3.251,0.0,0.0,0.77,,,,,,,,,,,,,14769984.0,10.358,0.0,356513.2,tests performed,2003914000.0,1072500000.0,889439000.0,,15481000.0,13070714.0,140.54,75.22,62.38,,9167.0,5850649.0,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-27,105611.0,40.0,40.286,4636.0,0.0,0.0,74.067,0.028,0.028,3.251,0.0,0.0,0.81,,,,,,,,,,,,,14769984.0,10.358,0.0,366628.2,tests performed,2019549000.0,,,,15635000.0,13594143.0,141.63,,,,9534.0,5307050.0,0.372,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-28,105650.0,39.0,38.857,4636.0,0.0,0.0,74.094,0.027,0.027,3.251,0.0,0.0,0.82,,,,,,,,,,,,,14769984.0,10.358,0.0,380111.3,tests performed,2032934000.0,,,,13385000.0,13866429.0,142.57,,,,9725.0,4763451.0,0.334,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-29,105689.0,39.0,38.714,4636.0,0.0,0.0,74.122,0.027,0.027,3.251,0.0,0.0,0.82,,,,,,,,,,,,,14769984.0,10.358,0.0,381515.3,tests performed,2044625000.0,,,,11691000.0,13953000.0,143.39,,,,9785.0,4219852.0,0.296,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-30,105746.0,57.0,40.0,4636.0,0.0,0.0,74.162,0.04,0.028,3.251,0.0,0.0,0.84,,,,,,,,,,,,,14769984.0,10.358,0.0,369249.6,tests performed,2055966000.0,,,,11341000.0,13439000.0,144.19,,,,9425.0,3676252.0,0.258,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-08-31,105775.0,29.0,40.714,4636.0,0.0,0.0,74.182,0.02,0.029,3.251,0.0,0.0,0.84,,,,,,,,,,,,,14769984.0,10.358,0.0,362774.1,tests performed,2067589000.0,,,,11623000.0,13121571.0,145.0,,,,9202.0,3132653.0,0.22,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-01,105815.0,40.0,41.571,4636.0,0.0,0.0,74.21,0.028,0.029,3.251,0.0,0.0,0.86,,,,,,,,,,,,,14769984.0,10.358,0.0,355295.4,tests performed,2076428000.0,,,,8839000.0,12570714.0,145.62,,,,8816.0,2589054.0,0.182,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-02,105861.0,46.0,41.429,4636.0,0.0,0.0,74.242,0.032,0.029,3.251,0.0,0.0,0.88,,,,,,,,,,,,,14769984.0,10.358,0.0,356513.2,tests performed,2084650000.0,,,,8222000.0,11533714.0,146.2,,,,8089.0,2045455.0,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-03,105907.0,46.0,42.286,4636.0,0.0,0.0,74.274,0.032,0.03,3.251,0.0,0.0,0.9,,,,,,,,,,,,,14769984.0,10.358,0.0,349287.8,tests performed,2092174000.0,,,,7524000.0,10375000.0,146.73,,,,7276.0,2045455.0,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-04,105950.0,43.0,42.857,4636.0,0.0,0.0,74.305,0.03,0.03,3.251,0.0,0.0,0.91,,,,,,,,,,,,,14769984.0,10.358,0.0,344634.1,tests performed,2100387000.0,,,,8213000.0,9636143.0,147.3,,,,6758.0,2045455.0,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-05,105988.0,38.0,42.714,4636.0,0.0,0.0,74.331,0.027,0.03,3.251,0.0,0.0,0.92,,,,,,,,,,,,,14769984.0,10.358,0.0,345787.9,tests performed,2107445000.0,,,,7058000.0,8974286.0,147.8,,,,6294.0,2045455.0,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-06,106037.0,49.0,41.571,4636.0,0.0,0.0,74.366,0.034,0.029,3.251,0.0,0.0,0.94,,,,,,,,,,,,,14769984.0,10.358,0.0,355295.4,tests performed,2113083000.0,1095000000.0,969720000.0,,5638000.0,8159571.0,148.19,76.79,68.01,,5722.0,2045455.0,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-07,106063.0,26.0,41.143,4636.0,0.0,0.0,74.384,0.018,0.029,3.251,0.0,0.0,0.97,,,,,,,,,,,,,14769984.0,10.358,0.0,358991.4,tests performed,2119025000.0,,,,5942000.0,7348000.0,148.61,,,,5153.0,1822794.0,0.128,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-08,106102.0,39.0,41.0,4636.0,0.0,0.0,74.411,0.027,0.029,3.251,0.0,0.0,1.01,,,,,,,,,,,,,14769984.0,10.358,0.0,360243.5,tests performed,2124582000.0,,,,5557000.0,6879143.0,149.0,,,,4824.0,1600134.0,0.112,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-09,106125.0,23.0,37.714,4636.0,0.0,0.0,74.427,0.016,0.026,3.251,0.0,0.0,1.06,,,,,,,,,,,,,14769984.0,10.358,0.0,391631.3,tests performed,2129833000.0,,,,5251000.0,6454714.0,149.37,,,,4527.0,1377474.0,0.097,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-10,106170.0,45.0,37.571,4636.0,0.0,0.0,74.459,0.032,0.026,3.251,0.0,0.0,1.19,,,,,,,,,,,,,14769984.0,10.358,0.0,393121.9,tests performed,2135240000.0,,,,5407000.0,6152286.0,149.75,,,,4315.0,1154814.0,0.081,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-11,106232.0,62.0,40.286,4636.0,0.0,0.0,74.502,0.043,0.028,3.251,0.0,0.0,1.31,,,,,,,,,,,,,14769984.0,10.358,0.0,366628.2,tests performed,2142580000.0,,,,7340000.0,6027571.0,150.26,,,,4227.0,932154.0,0.065,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-12,106320.0,88.0,47.429,4636.0,0.0,0.0,74.564,0.062,0.033,3.251,0.0,0.0,1.4,,,,,,,,,,,,,14769984.0,10.358,0.0,311412.5,tests performed,2148120000.0,,,,5540000.0,5810714.0,150.65,,,,4075.0,709494.0,0.05,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-13,106437.0,117.0,57.143,4636.0,0.0,0.0,74.646,0.082,0.04,3.251,0.0,0.0,1.43,,,,,,,,,,,,,14769984.0,10.358,0.0,258474.1,tests performed,2152520000.0,,,,4400000.0,5633857.0,150.96,,,,3951.0,486833.0,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-14,106513.0,76.0,64.286,4636.0,0.0,0.0,74.699,0.053,0.045,3.251,0.0,0.0,1.37,,,,,,,,,,,,,14769984.0,10.358,0.0,229754.3,tests performed,2156938000.0,,,,4418000.0,5416143.0,151.27,,,,3798.0,486833.0,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-15,106596.0,83.0,70.571,4636.0,0.0,0.0,74.758,0.058,0.049,3.251,0.0,0.0,1.3,,,,,,,,,,,,,14769984.0,10.358,0.0,209292.5,tests performed,2161428000.0,,1011584000.0,,4490000.0,5263714.0,151.58,,70.94,,3692.0,486833.0,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-16,106680.0,84.0,79.286,4636.0,0.0,0.0,74.817,0.059,0.056,3.251,0.0,0.0,1.23,,,,,,,,,,,,,14769984.0,10.358,0.0,186287.4,tests performed,2165679000.0,,,,4251000.0,5120857.0,151.88,,,,3591.0,486833.0,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-17,106743.0,63.0,81.857,4636.0,0.0,0.0,74.861,0.044,0.057,3.251,0.0,0.0,1.15,,,,,,,,,,,,,14769984.0,10.358,0.0,180436.4,tests performed,2170017000.0,,,,4338000.0,4968143.0,152.19,,,,3484.0,486833.0,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-18,106818.0,75.0,83.714,4636.0,0.0,0.0,74.913,0.053,0.059,3.251,0.0,0.0,1.1,,,,,,,,,,,,,14769984.0,10.358,0.0,176433.9,tests performed,2174043000.0,1100842000.0,1022207000.0,,4026000.0,4494714.0,152.47,77.2,71.69,,3152.0,486833.0,0.034,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-19,106878.0,60.0,79.714,4636.0,0.0,0.0,74.955,0.042,0.056,3.251,0.0,0.0,1.04,,,,,,,,,,,,,14769984.0,10.358,0.0,185287.2,tests performed,2177638000.0,,,,3595000.0,4216857.0,152.72,,,,2957.0,703364.0,0.049,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-20,106960.0,82.0,74.714,4636.0,0.0,0.0,75.013,0.058,0.052,3.251,0.0,0.0,1.01,,,,,,,,,,,,,14769984.0,10.358,0.0,197687.0,tests performed,2180986000.0,,,,3348000.0,4066571.0,152.96,,,,2852.0,919895.0,0.065,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-21,107010.0,50.0,71.0,4636.0,0.0,0.0,75.048,0.035,0.05,3.251,0.0,0.0,0.96,,,,,,,,,,,,,14769984.0,10.358,0.0,208027.9,tests performed,2182604000.0,,,,1618000.0,3666571.0,153.07,,,,2571.0,1136425.0,0.08,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-22,107060.0,50.0,66.286,4636.0,0.0,0.0,75.083,0.035,0.046,3.251,0.0,0.0,0.93,,,,,,,,,,,,,14769984.0,10.358,0.0,222822.1,tests performed,2186583000.0,,,,3979000.0,3593571.0,153.35,,,,2520.0,1352956.0,0.095,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-23,107128.0,68.0,64.0,4636.0,0.0,0.0,75.131,0.048,0.045,3.251,0.0,0.0,0.92,,,,,,,,,,,,,14769984.0,10.358,0.0,230781.0,tests performed,2190792000.0,,,,4209000.0,3587571.0,153.64,,,,2516.0,1569487.0,0.11,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-24,107177.0,49.0,62.0,4636.0,0.0,0.0,75.165,0.034,0.043,3.251,0.0,0.0,0.9,,,,,,,,,,,,,14769984.0,10.358,0.0,238225.5,tests performed,2194467000.0,,,,3675000.0,3492857.0,153.9,,,,2450.0,1786018.0,0.125,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-25,107220.0,43.0,57.429,4636.0,0.0,0.0,75.195,0.03,0.04,3.251,0.0,0.0,0.88,,,,,,,,,,,,,14769984.0,10.358,0.0,257186.9,tests performed,2197689000.0,,,,3222000.0,3378000.0,154.13,,,,2369.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-26,107267.0,47.0,55.571,4636.0,0.0,0.0,75.228,0.033,0.039,3.251,0.0,0.0,0.86,,,,,,,,,,,,,14769984.0,10.358,0.0,265785.8,tests performed,2200202000.0,,,,2513000.0,3223429.0,154.3,,,,2261.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-27,107315.0,48.0,50.714,4636.0,0.0,0.0,75.262,0.034,0.036,3.251,0.0,0.0,0.85,,,,,,,,,,,,,14769984.0,10.358,0.0,291240.8,tests performed,2203185000.0,,,,2983000.0,3171286.0,154.51,,,,2224.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-28,107344.0,29.0,47.714,4636.0,0.0,0.0,75.282,0.02,0.033,3.251,0.0,0.0,0.85,,,,,,,,,,,,,14769984.0,10.358,0.0,309552.4,tests performed,2206054000.0,,1047872000.0,,2869000.0,3350000.0,154.71,,73.49,,2349.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-29,107385.0,41.0,46.429,4636.0,0.0,0.0,75.311,0.029,0.033,3.251,0.0,0.0,0.86,,,,,,,,,,,,,14769984.0,10.358,0.0,318119.8,tests performed,2208921000.0,,,,2867000.0,3191143.0,154.92,,,,2238.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-09-30,107438.0,53.0,44.286,4636.0,0.0,0.0,75.348,0.037,0.031,3.251,0.0,0.0,0.87,,,,,,,,,,,,,14769984.0,10.358,0.0,333513.6,tests performed,2211452000.0,,,,2531000.0,2951429.0,155.09,,,,2070.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-01,107498.0,60.0,45.857,4636.0,0.0,0.0,75.39,0.042,0.032,3.251,0.0,0.0,0.88,,,,,,,,,,,,,14769984.0,10.358,0.0,322087.9,tests performed,2212206000.0,,,,754000.0,2534143.0,155.15,,,,1777.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-02,107535.0,37.0,45.0,4636.0,0.0,0.0,75.416,0.026,0.032,3.251,0.0,0.0,0.85,,,,,,,,,,,,,14769984.0,10.358,0.0,328221.9,tests performed,2212961000.0,,,,755000.0,2181714.0,155.2,,,,1530.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-03,107575.0,40.0,44.0,4636.0,0.0,0.0,75.444,0.028,0.031,3.251,0.0,0.0,0.83,,,,,,,,,,,,,14769984.0,10.358,0.0,335681.5,tests performed,2213691000.0,,,,730000.0,1927000.0,155.25,,,,1351.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-04,107612.0,37.0,42.429,4636.0,0.0,0.0,75.47,0.026,0.03,3.251,0.0,0.0,0.84,,,,,,,,,,,,,14769984.0,10.358,0.0,348110.6,tests performed,2214564000.0,,,,873000.0,1625571.0,155.31,,,,1140.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-05,107653.0,41.0,44.143,4636.0,0.0,0.0,75.499,0.029,0.031,3.251,0.0,0.0,0.84,,,,,,,,,,,,,14769984.0,10.358,0.0,334594.0,tests performed,2215428000.0,,,,864000.0,1339143.0,155.37,,,,939.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-06,107689.0,36.0,43.429,4636.0,0.0,0.0,75.524,0.025,0.03,3.251,0.0,0.0,0.83,,,,,,,,,,,,,14769984.0,10.358,0.0,340095.0,tests performed,2216382000.0,,,,954000.0,1065857.0,155.44,,,,748.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-07,107722.0,33.0,40.571,4636.0,0.0,0.0,75.547,0.023,0.028,3.251,0.0,0.0,0.82,,,,,,,,,,,,,14769984.0,10.358,0.0,364052.7,tests performed,2217563000.0,,,,1181000.0,873000.0,155.52,,,,612.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-08,107751.0,29.0,36.143,4636.0,0.0,0.0,75.568,0.02,0.025,3.251,0.0,0.0,0.81,,,,,,,,,,,,,14769984.0,10.358,0.0,408654.1,tests performed,2218826000.0,,,,1263000.0,945714.0,155.61,,,,663.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-09,107795.0,44.0,37.143,4636.0,0.0,0.0,75.599,0.031,0.026,3.251,0.0,0.0,0.84,,,,,,,,,,,,,14769984.0,10.358,0.0,397651.9,tests performed,2220128000.0,,,,1302000.0,1023857.0,155.7,,,,718.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-10,107831.0,36.0,36.571,4636.0,0.0,0.0,75.624,0.025,0.026,3.251,0.0,0.0,0.89,,,,,,,,,,,,,14769984.0,10.358,0.0,403871.5,tests performed,2221245000.0,,,,1117000.0,1079143.0,155.78,,,,757.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-11,107850.0,19.0,34.0,4636.0,0.0,0.0,75.637,0.013,0.024,3.251,0.0,0.0,0.88,,,,,,,,,,,,,14769984.0,10.358,0.0,434411.3,tests performed,2222666000.0,,,,1421000.0,1157429.0,155.88,,,,812.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-12,107885.0,35.0,33.143,4636.0,0.0,0.0,75.662,0.025,0.023,3.251,0.0,0.0,0.89,,,,,,,,,,,,,14769984.0,10.358,0.0,445644.1,tests performed,2224081000.0,,,,1415000.0,1236143.0,155.98,,,,867.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-13,107926.0,41.0,33.857,4636.0,0.0,0.0,75.69,0.029,0.024,3.251,0.0,0.0,0.91,,,,,,,,,,,,,14769984.0,10.358,0.0,436246.1,tests performed,2225504000.0,,,,1423000.0,1303143.0,156.08,,,,914.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-14,107951.0,25.0,32.714,4636.0,0.0,0.0,75.708,0.018,0.023,3.251,0.0,0.0,0.91,,,,,,,,,,,,,14769984.0,10.358,0.0,451488.2,tests performed,2227334000.0,,,,1830000.0,1395857.0,156.21,,,,979.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-15,107987.0,36.0,33.714,4636.0,0.0,0.0,75.733,0.025,0.024,3.251,0.0,0.0,0.96,,,,,,,,,,,,,14769984.0,10.358,0.0,438096.5,tests performed,2229212000.0,,,,1878000.0,1483714.0,156.34,,,,1041.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-16,108021.0,34.0,32.286,4636.0,0.0,0.0,75.757,0.024,0.023,3.251,0.0,0.0,0.99,,,,,,,,,,,,,14769984.0,10.358,0.0,457473.3,tests performed,2230567000.0,,,,1355000.0,1491286.0,156.43,,,,1046.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-17,108055.0,34.0,32.0,4636.0,0.0,0.0,75.781,0.024,0.022,3.251,0.0,0.0,1.02,,,,,,,,,,,,,14769984.0,10.358,0.0,461562.0,tests performed,2232088000.0,,,,1521000.0,1549000.0,156.54,,,,1086.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-18,108084.0,29.0,33.429,4636.0,0.0,0.0,75.801,0.02,0.023,3.251,0.0,0.0,1.07,,,,,,,,,,,,,14769984.0,10.358,0.0,441831.5,tests performed,2234096000.0,,,,2008000.0,1632857.0,156.68,,,,1145.0,2002548.0,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-19,108129.0,45.0,34.857,4636.0,0.0,0.0,75.833,0.032,0.024,3.251,0.0,0.0,1.14,,,,,,,,,,,,,14769984.0,10.358,0.0,423730.8,tests performed,2236226000.0,,,,2130000.0,1735000.0,156.83,,,,1217.0,2002548.0,0.14,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-20,108168.0,39.0,34.571,4636.0,0.0,0.0,75.86,0.027,0.024,3.251,0.0,0.0,1.22,,,,,,,,,,,,,14769984.0,10.358,0.0,427236.2,tests performed,2238325000.0,,,,2099000.0,1831571.0,156.98,,,,1285.0,2002548.0,0.14,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-10-21,108241.0,73.0,41.429,4636.0,0.0,0.0,75.911,0.051,0.029,3.251,0.0,0.0,1.3,,,,,,,,,,,,,14769984.0,10.358,0.0,356513.2,tests performed,2240550000.0,,,,2225000.0,1888000.0,157.13,,,,1324.0,2002548.0,0.14,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
